Sample_ID	Batch	Scientific_Name	Date_Added
SAMN03433347	batch1	Corynebacterium sp. HMSC05D03	2026-02-08
SAMN02414929	batch1	Mycobacterium tuberculosis BTB10-001	2026-02-08
SAMN14752274	batch1	Sulfitobacter sp. M71	2026-02-08
SAMN08183141	batch1	Listeria monocytogenes serotype 1/2a	2026-02-08
SAMN02314221	batch1	Staphylococcus aureus USA800-NY-313	2026-02-08
SAMN40757905	batch1	Chryseobacterium sp. POE27	2026-02-08
SAMN05421880	batch1	Nitrosomonas nitrosa	2026-02-08
SAMN05216282	batch1	Cryobacterium psychrotolerans	2026-02-08
SAMN16082344	batch1	Clostridioides sp. ES-S-0107-01	2026-02-08
SAMN00792150	batch1	Staphylococcus aureus M0340	2026-02-08
SAMN02364079	batch1	Mycobacterium tuberculosis OFXR-9	2026-02-08
SAMN02381611	batch1	Staphylococcus aureus HOAG6043	2026-02-08
SAMN43946820	batch1	Escherichia coli O137:H41	2026-02-08
SAMN09233662	batch1	Salmonella enterica subsp. enterica serovar Rovaniemi	2026-02-08
SAMN04166283	batch1	Flavobacterium sp. TAB 87	2026-02-08
SAMN24016627	batch1	Streptomyces sp. NBC_01497	2026-02-08
SAMN47623389	batch1	Escherichia coli O35:H10	2026-02-08
SAMEA5073182	batch1	primary endosymbiont of Sitophilus zeamais	2026-02-08
SAMN03271958	batch1	Bifidobacterium coryneforme	2026-02-08
SAMN38415707	batch1	Salmonella sp. NS034_S29_L001	2026-02-08
SAMN00204051	batch1	Streptomyces sp. M43	2026-02-08
SAMN32064793	batch1	Rouxiella badensis	2026-02-08
SAMN30525298	batch1	Pseudomonas sp. GD03842	2026-02-08
SAMN06298224	batch1	Fibrobacter sp. UWB16	2026-02-08
SAMN02383781	batch1	Staphylococcus aureus T87972	2026-02-08
SAMN00262261	batch1	Vibrio cholerae HC-33A2	2026-02-08
SAMN06265173	batch1	Thalassovita litoralis	2026-02-08
SAMN41679447	batch1	Salmonella sp. SKLX207929	2026-02-08
SAMN13620234	batch1	Myxacorys almedinensis A	2026-02-08
SAMN19855450	batch1	Stenotrophomonas sp. 7824-35-E2	2026-02-08
SAMN32509172	batch1	Holdemania sp. P15wH7	2026-02-08
SAMN00991141	batch1	Streptococcus agalactiae str. Gottschalk 992B	2026-02-08
SAMN02570312	batch1	Acinetobacter baumannii 24845_3	2026-02-08
SAMN00761219	batch1	Acinetobacter baumannii OIFC087	2026-02-08
SAMN31838866	batch1	Campylobacter sp. CFSAN122778	2026-02-08
SAMN02567407	batch1	Streptococcus pyogenes ABC020061805	2026-02-08
SAMN34894956	batch1	Enterocloster bolteae	2026-02-08
SAMN02228472	batch1	Escherichia coli JJ1901	2026-02-08
SAMN02398887	batch1	Staphylococcus aureus T22071_080712	2026-02-08
SAMN35056232	batch1	Staphylococcus casei	2026-02-08
SAMN00630404	batch1	Dolosigranulum pigrum ATCC 51524	2026-02-08
SAMN02199235	batch1	Chitinibacter tainanensis DSM 15459	2026-02-08
SAMN09932577	batch1	Streptomyces rimosus subsp. rimosus	2026-02-08
SAMN12703559	batch1	Burkholderia sp. Tr-860	2026-02-08
SAMN10363399	batch1	Natranaerovirga pectinivora	2026-02-08
SAMN13016226	batch1	Elizabethkingia miricola	2026-02-08
SAMN01081619	batch1	Salmonella enterica subsp. enterica serovar Enteritidis str. 48-0811	2026-02-08
SAMN00761223	batch1	Acinetobacter baumannii OIFC0162	2026-02-08
SAMN29228791	batch1	Niallia sp. FSL W8-0951	2026-02-08
SAMN33269498	batch1	Pseudomonas aeruginosa PAO1	2026-02-08
SAMN40647016	batch1	Corynebacterium tuberculostearicum	2026-02-08
SAMN01090297	batch1	Xanthomonas phaseoli pv. manihotis str. Xam669	2026-02-08
SAMN13916280	batch1	Paraburkholderia sp. Ac-20336	2026-02-08
SAMN05216456	batch1	Devosia crocina	2026-02-08
SAMN44744965	batch1	Pseudolabrys sp. CRBC_G2963	2026-02-08
SAMN00847667	batch1	Escherichia sp. KTE31	2026-02-08
SAMN02584624	batch1	Mycobacterium tuberculosis MD17646	2026-02-08
SAMEA5072637	batch1	Sporosarcina psychrophila	2026-02-08
SAMN05428951	batch1	Pseudomonas sp. OV546	2026-02-08
SAMD00238698	batch1	Portibacter lacus	2026-02-08
SAMN14908547	batch1	Phycisphaera mikurensis	2026-02-08
SAMN01920630	batch1	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2841	2026-02-08
SAMN38644682	batch1	Mycobacterium attenuatum	2026-02-08
SAMN29364351	batch1	Bartonella elizabethae	2026-02-08
SAMD00194585	batch1	Citrobacter sp. WP7-W19-ESBL-02	2026-02-08
SAMN02403450	batch1	Mycobacterium tuberculosis TB_RSA09	2026-02-08
SAMN29228844	batch1	Paenibacillus sp. FSL R10-2736	2026-02-08
SAMN40567596	batch1	Salmonella sp. CRIN523830	2026-02-08
SAMN05444150	batch1	Sediminibacterium goheungense	2026-02-08
SAMN02402608	batch1	Staphylococcus aureus H50387	2026-02-08
SAMN36861795	batch1	Bradyrhizobium sp. 19AcGR302.4.1	2026-02-08
SAMD00149543	batch1	Chromobacterium sp. GMO-3-7-12	2026-02-08
SAMN19855366	batch1	Pseudomonas sp. 7820-51-J1	2026-02-08
SAMN00631810	batch1	Escherichia coli PBD2	2026-02-08
SAMN36447838	batch1	Paeniglutamicibacter sulfureus	2026-02-08
SAMN38415632	batch1	Salmonella sp. Plate1-H3_S186	2026-02-08
SAMN31456458	batch1	Microbacteriaceae bacterium PS02071	2026-02-08
SAMN02614528	batch1	Acinetobacter baumannii 25766_3	2026-02-08
SAMN25132887	batch1	Campylobacter sp. CNRCH_2015_0338h	2026-02-08
SAMN42323752	batch1	Pseudomonas sp. P5_A2_2	2026-02-08
SAMN33774294	batch1	Kitasatospora sp. MAP12-15	2026-02-08
SAMN02585999	batch1	Mycobacterium tuberculosis TKK_05MA_0031	2026-02-08
SAMN06645037	batch1	Salmonella enterica subsp. diarizonae serovar 61:l,v:1,5,7	2026-02-08
SAMN02391222	batch1	Staphylococcus aureus 75495-3	2026-02-08
SAMN02138651	batch1	Klebsiella pneumoniae BIDMC 21	2026-02-08
SAMEA5073091	batch1	Spiroplasma ixodetis	2026-02-08
SAMN46910343	batch1	Enterobacter cloacae complex sp. AMR02718	2026-02-08
SAMN16769140	batch1	Lactococcus cremoris	2026-02-08
SAMN42720826	batch1	Stenotrophomonas sp. SINK_0261_5	2026-02-08
SAMN02380507	batch1	Acinetobacter baumannii 1406750	2026-02-08
SAMN43567951	batch1	Escherichia coli O175:H21	2026-02-08
SAMN09064165	batch1	Orbus hercynius	2026-02-08
SAMN19855389	batch1	Stenotrophomonas sp. 7821-24-C1	2026-02-08
SAMN12024049	batch1	Rhizobium sp. BK591	2026-02-08
SAMN02384302	batch1	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121976	2026-02-08
SAMN10866410	batch1	Rhodovulum bhavnagarense	2026-02-08
SAMN00991096	batch1	Streptococcus agalactiae CCUG 49087	2026-02-08
SAMN09232919	batch1	Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1	2026-02-08
SAMN08611197	batch1	Escherichia coli O174:H7	2026-02-08
SAMN04495800	batch1	Enterococcus sp. HMSC077E04	2026-02-08
SAMN02325655	batch1	Staphylococcus aureus M0492	2026-02-08
SAMN02053753	batch1	Mycobacterium tuberculosis TKK-01-0014	2026-02-08
SAMN02385500	batch1	Staphylococcus aureus M16586	2026-02-08
SAMN18528353	batch1	Stenotrophomonas sp. 534842	2026-02-08
SAMN00854679	batch1	Escherichia coli KTE149	2026-02-08
SAMN17922829	batch1	Mycolicibacterium sp. GESEQ-9	2026-02-08
SAMN14480923	batch1	Bacillus sp. RO1	2026-02-08
SAMN02318075	batch1	Enterococcus faecium Ef_aus0018	2026-02-08
SAMN10866311	batch1	Rhodovulum euryhalinum	2026-02-08
SAMN36761949	batch1	Lysinibacillus contaminans	2026-02-08
SAMN23000059	batch1	Pseudomonas sp. LA21	2026-02-08
SAMN01780070	batch1	Neisseria meningitidis 69176	2026-02-08
SAMN02923855	batch1	Leptotrichia wadei HMP_JCVI_SC0194	2026-02-08
SAMN19241968	batch1	Pseudomonas fitomaticsae	2026-02-08
SAMN02402630	batch1	Staphylococcus aureus T15898	2026-02-08
SAMN00792432	batch1	Escherichia coli 1827-70	2026-02-08
SAMN03455928	batch1	Citrobacter sp. AATXR	2026-02-08
SAMN02404202	batch1	Staphylococcus aureus VET0382R	2026-02-08
SAMN24016227	batch1	Streptomyces sp. NBC_00455	2026-02-08
SAMN11588057	batch1	Nostoc sp. TCL26-01	2026-02-08
SAMN02567554	batch1	Streptococcus pyogenes ABC020058759	2026-02-08
SAMN37883720	batch1	Campylobacter sp. CF6V3-F9_Camp	2026-02-08
SAMN03784375	batch1	Salmonella enterica subsp. enterica serovar Enteritidis str. J0903	2026-02-08
SAMN28816988	batch1	Acinetobacter sp. SX_2529	2026-02-08
SAMN03360175	batch1	Campylobacter sp. BCW_6466	2026-02-08
SAMN02941049	batch1	Salmonella enterica subsp. enterica serovar Enteritidis str. 98-0467	2026-02-08
SAMN15641863	batch1	Colwellia sp. BRX10-2	2026-02-08
SAMN36861932	batch1	Mesorhizobium sp. 19AcR22.3.1	2026-02-08
SAMN05216376	batch1	Mameliella alba	2026-02-08
SAMN15677905	batch1	Rhodobacter sp. NTK016B	2026-02-08
SAMN01087848	batch1	Acinetobacter brisouii ANC 4119	2026-02-08
SAMN02403127	batch1	Staphylococcus aureus F36097	2026-02-08
SAMN02314413	batch1	Bacteroides fragilis str. A7 (UDC12-2)	2026-02-08
SAMN02403174	batch1	Staphylococcus aureus T13126	2026-02-08
SAMEA8942384	batch1	Streptococcus sp. SS18J0604	2026-02-08
SAMN02142050	batch1	Klebsiella pneumoniae VAKPC297	2026-02-08
SAMN02391195	batch1	Staphylococcus aureus 12S01153	2026-02-08
SAMN02385410	batch1	Staphylococcus aureus M46077	2026-02-08
SAMN01090320	batch1	Xanthomonas phaseoli pv. manihotis str. IBSBF 280	2026-02-08
SAMN02384111	batch1	Staphylococcus aureus T39363	2026-02-08
SAMN02381711	batch1	Staphylococcus aureus LAMC6094	2026-02-08
SAMEA104296052	batch1	Rhizobium sp. Khangiran2	2026-02-08
SAMN24016566	batch1	Streptomyces sp. NBC_01396	2026-02-08
SAMN40296487	batch1	Klebsiella quasivariicola	2026-02-08
SAMN02567638	batch1	Streptococcus pyogenes ABC020052543	2026-02-08
SAMN02680196	batch1	Escherichia coli 5-366-08_S3_C1	2026-02-08
SAMN10361496	batch1	Erwinia sp. JUb26	2026-02-08
SAMN04487813	batch1	Rhizobium miluonense	2026-02-08
SAMN02325478	batch1	Staphylococcus aureus M0537	2026-02-08
SAMN00761792	batch1	Streptococcus constellatus subsp. constellatus SK53	2026-02-08
SAMN00991165	batch1	Streptococcus agalactiae GB00865	2026-02-08
SAMN11457507	batch1	Curtobacterium salicis	2026-02-08
SAMN41499205	batch1	Streptomyces sp. NPDC006529	2026-02-08
SAMN45137622	batch1	Salmonella sp. C37	2026-02-08
SAMN10231957	batch1	Micromonospora sp. BL1	2026-02-08
SAMN39692913	batch1	Ewingella docleensis	2026-02-08
SAMN15526754	batch1	Treponema sp. OMZ 840	2026-02-08
SAMN24658083	batch1	Streptomyces lomondensis	2026-02-08
SAMN04349503	batch1	Mycobacterium sp. IS-1590	2026-02-08
SAMN01885896	batch1	Escherichia coli UMEA 3113-1	2026-02-08
SAMN44681950	batch1	Pseudoxanthomonas sp. CRBC_G2311	2026-02-08
SAMN44744882	batch1	Ramlibacter sp. CRBC_G2997	2026-02-08
SAMN10866321	batch1	Gulbenkiania mobilis	2026-02-08
SAMN08323855	batch1	Pseudomonas sp. GW456-L12	2026-02-08
SAMN02350616	batch1	Staphylococcus aureus M1449	2026-02-08
SAMN26674901	batch1	Klebsiella sp. LWSS-05/11-29	2026-02-08
SAMN16268199	batch1	Bifidobacterium longum	2026-02-08
SAMN07163941	batch1	Salmonella enterica subsp. enterica serovar Altendorf	2026-02-08
SAMN43450922	batch1	Salmonella enterica subsp. diarizonae serovar 61:z52-z57:-	2026-02-08
SAMN10785479	batch1	Aequorivita antarctica	2026-02-08
SAMN02398822	batch1	Staphylococcus aureus F12926_081012	2026-02-08
SAMN02404186	batch1	Staphylococcus aureus VET0352R	2026-02-08
SAMN17732779	batch1	Mycobacterium sp. s.MYCO.102.26sc1	2026-02-08
SAMN08779368	batch1	Paraburkholderia sp. GV073	2026-02-08
SAMN05428989	batch1	Pseudoxanthomonas sp. GM95	2026-02-08
SAMN02350444	batch1	Mycobacterium tuberculosis TKK_03_0018	2026-02-08
SAMN02360888	batch1	Staphylococcus aureus M1234	2026-02-08
SAMN24016616	batch1	Streptomyces sp. NBC_01476	2026-02-08
SAMN37883724	batch1	Campylobacter sp. CF9V3-WW5_Camp	2026-02-08
SAMN02325184	batch1	Staphylococcus aureus M0101	2026-02-08
SAMN11018066	batch1	Enterococcus sp. 753269L	2026-02-08
SAMN45137570	batch1	Salmonella sp. C130	2026-02-08
SAMN01994718	batch1	Brucella abortus bv. 1 str. NI488	2026-02-08
SAMN01919808	batch1	Leptospira interrogans serovar Canicola str. P2655	2026-02-08
SAMN02585949	batch1	Mycobacterium tuberculosis TKK_03_0150	2026-02-08
SAMN37004516	batch1	Campylobacter sp. ADRDL-122188	2026-02-08
SAMN34114871	batch1	Beijerinckia sp. GAS462	2026-02-08
SAMN00991510	batch1	Eubacterium infirmum CD1_FAA_NB_6	2026-02-08
SAMN02441120	batch1	Adhaeribacter aquaticus DSM 16391	2026-02-08
SAMEA5209065	batch1	Actinomadura fibrosa	2026-02-08
SAMN16865205	batch1	Streptomyces sp. HB-N217	2026-02-08
SAMN03283207	batch1	Nitrosospira sp. NpAV	2026-02-08
SAMN11846112	batch1	Akkermansia sp. BIOML-A38	2026-02-08
SAMN02787069	batch1	Chryseobacterium sp. CF299	2026-02-08
SAMN02231181	batch1	Mycobacterium tuberculosis MAL020196	2026-02-08
SAMN41679311	batch1	Salmonella sp. SKLX147589	2026-02-08
SAMN02581374	batch1	Klebsiella pneumoniae CHS 72	2026-02-08
SAMN27176950	batch1	Bacillus sp. 10017	2026-02-08
SAMN05216268	batch1	Streptomyces yunnanensis	2026-02-08
SAMN02404037	batch1	Staphylococcus aureus VET0129R	2026-02-08
SAMN00829368	batch1	Escherichia coli P0299917.5	2026-02-08
SAMEA4542420	batch1	Neisseria maigaei	2026-02-08
SAMN01922272	batch1	Staphylococcus aureus ADL-120	2026-02-08
SAMN17729876	batch1	Corynebacterium sp. ACRPS	2026-02-08
SAMN02383721	batch1	Staphylococcus aureus H24884	2026-02-08
SAMN02350502	batch1	Salmonella enterica subsp. enterica serovar Anatum str. CFSAN003999	2026-02-08
SAMN41498567	batch1	Gordonia aichiensis	2026-02-08
SAMN02325192	batch1	Staphylococcus aureus M0116	2026-02-08
SAMN02403567	batch1	Mycobacterium tuberculosis TB_RSA126	2026-02-08
SAMN20164880	batch1	Paractinoplanes polyasparticus	2026-02-08
SAMN09980276	batch1	Klebsiella sp. OLC2669	2026-02-08
SAMN43961340	batch1	Shigella sp. PNUSAE199525	2026-02-08
SAMN03324868	batch1	Campylobacter sp. PNUSAC000053	2026-02-08
SAMN42953967	batch1	Salmonella sp. M9-2	2026-02-08
SAMN40300490	batch1	Frigoribacterium sp. WHRI 10001	2026-02-08
SAMN41497978	batch1	Streptomyces sp. NPDC001251	2026-02-08
SAMN02352663	batch1	Listeria monocytogenes CFSAN003811	2026-02-08
SAMN03784365	batch1	Salmonella enterica subsp. enterica serovar Enteritidis str. UC03	2026-02-08
SAMN10362895	batch1	Sulfuritortus calidifontis	2026-02-08
SAMN00860589	batch1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000192	2026-02-08
SAMN03159505	batch1	Pseudomonas sp. NFACC10-1	2026-02-08
SAMN41498487	batch1	Amycolatopsis sp. NPDC047767	2026-02-08
SAMN02599131	batch1	Mycobacterium tuberculosis M2276	2026-02-08
SAMN29269561	batch1	Campylobacter sp. PF5V2-F10A_Camp	2026-02-08
SAMN26232372	batch1	Bacillus sp. FSL M8-0266	2026-02-08
SAMN36377171	batch1	Pectobacterium brasiliense	2026-02-08
SAMN46910527	batch1	Enterobacter cloacae complex sp. AMR02907	2026-02-08
SAMN42325105	batch1	Lysinibacillus sp. 05L44_3	2026-02-08
SAMEA5613763	batch1	Pectinatus sp. DSM 20764	2026-02-08
SAMN02325256	batch1	Staphylococcus aureus M0201	2026-02-08
SAMN06298624	batch1	Leptospira interrogans serovar Australis	2026-02-08
SAMN02364010	batch1	Staphylococcus aureus M1487	2026-02-08
SAMN00761855	batch1	Streptococcus oralis SK610	2026-02-08
SAMN02325319	batch1	Staphylococcus aureus M0297	2026-02-08
SAMN02799627	batch1	Methylobacterium sp. 13MFTsu3.1M2	2026-02-08
SAMN23470771	batch1	Acinetobacter sp. PLB06	2026-02-08
SAMEA1027281	batch1	Agathobacter rectalis DSM 17629	2026-02-08
SAMN10436525	batch1	Mycoplasmopsis phocirhinis	2026-02-08
SAMN00991439	batch1	Streptococcus agalactiae GB00986	2026-02-08
SAMN02194423	batch1	Salinispora pacifica CNS996	2026-02-08
SAMN00808898	batch1	Enterococcus faecalis EnGen0217	2026-02-08
SAMN00847711	batch1	Escherichia coli KTE153	2026-02-08
SAMN31997488	batch1	Rahnella inusitata	2026-02-08
SAMN02745752	batch1	Marinospirillum alkaliphilum DSM 21637	2026-02-08
SAMEA11105426	batch1	Emticicia aquatica	2026-02-08
SAMN41426439	batch1	Guyparkeria halopsychrophila	2026-02-08
SAMN04487926	batch1	Burkholderia sp. yr281	2026-02-08
SAMN02398803	batch1	Staphylococcus aureus M42514	2026-02-08
SAMN09232753	batch1	Mesorhizobium sp. M8A.F.Ca.ET.213.01.1.1	2026-02-08
SAMN02385485	batch1	Staphylococcus aureus H25872	2026-02-08
SAMN08348284	batch1	Streptococcus sp. BCCDCPHL-Ssp002	2026-02-08
SAMN02419682	batch1	Mycobacterium tuberculosis XTB13-270	2026-02-08
SAMN23773757	batch1	Pseudomonas sp. NMI542_15	2026-02-08
SAMN08458205	batch1	Nocardia cyriacigeorgica	2026-02-08
SAMN03080608	batch1	Algoriphagus yeomjeoni	2026-02-08
SAMN17221404	batch1	Bacillus sp. 3a	2026-02-08
SAMN12250947	batch1	Stenotrophomonas sp. AS012628	2026-02-08
SAMN00809144	batch1	Enterococcus faecalis EnGen0233	2026-02-08
SAMN03159382	batch1	Pseudomonas sp. NFACC23-1	2026-02-08
SAMN26198696	batch1	Aeromonas sp. 19NY05SA04-2	2026-02-08
SAMN02403679	batch1	Staphylococcus aureus DAR3565	2026-02-08
SAMN02385452	batch1	Staphylococcus aureus W85305	2026-02-08
SAMN13190045	batch1	Thermotoga sp. RQ7 NT055_8	2026-02-08
SAMN05443432	batch1	Roseovarius litoreus	2026-02-08
SAMN03159444	batch1	Pseudomonas sp. NFACC02	2026-02-08
SAMN00862117	batch1	Granulicatella adiacens CC94D	2026-02-08
SAMN02194767	batch1	Massilia niastensis DSM 21313	2026-02-08
SAMN15159665	batch1	Limosilactobacillus urinaemulieris	2026-02-08
SAMN02570673	batch1	Streptococcus pyogenes NGAS340	2026-02-08
SAMN02567725	batch1	Mycobacterium tuberculosis 2089HD	2026-02-08
SAMN02391276	batch1	Staphylococcus aureus VE08/02126ST1	2026-02-08
SAMN11077853	batch1	Mycoplasmopsis mucosicanis	2026-02-08
SAMN43450708	batch1	Salmonella enterica subsp. enterica serovar 6,7:r:-	2026-02-08
SAMN02402561	batch1	Staphylococcus aureus T55954	2026-02-08
SAMN41679333	batch1	Salmonella sp. SKLX160669	2026-02-08
SAMN12024110	batch1	Pleomorphomonas sp. SG524	2026-02-08
SAMN41498682	batch1	Streptomyces sp. 900116325	2026-02-08
SAMN00771417	batch1	Hungatella hathewayi 12489931	2026-02-08
SAMN02419645	batch1	Mycobacterium tuberculosis XTB13-212	2026-02-08
SAMN14913604	batch1	Mediterranea massiliensis	2026-02-08
SAMN02189719	batch1	Vibrio parahaemolyticus 3259	2026-02-08
SAMN04580765	batch1	Sulfitobacter sp. HI0027	2026-02-08
SAMN01885789	batch1	Escherichia coli HVH 144 (4-4451937)	2026-02-08
SAMN02325301	batch1	Staphylococcus aureus M0271	2026-02-08
SAMN02570336	batch1	Acinetobacter sp. 25977_1	2026-02-08
SAMN17369739	batch1	Ponticoccus sp. SC2-60	2026-02-08
SAMN10134660	batch1	Alteromonas sp. BL110	2026-02-08
SAMN02203228	batch1	Staphylococcus aureus MRSA-Lux-33	2026-02-08
SAMEA117660533	batch1	Lactiplantibacillus plajomi	2026-02-08
SAMN00991160	batch1	Streptococcus agalactiae GB00018	2026-02-08
SAMN02404288	batch1	Staphylococcus aureus VET1849R	2026-02-08
SAMN42325335	batch1	Paenarthrobacter sp. 2TAF44	2026-02-08
SAMN33288044	batch1	Streptomyces sp. MI02-7b	2026-02-08
SAMN37004512	batch1	Campylobacter sp. ADRDL-122183	2026-02-08
SAMN02194805	batch1	Prevotella amnii DSM 23384 = JCM 14753	2026-02-08
SAMN02927937	batch1	Paenimyroides marinum	2026-02-08
SAMN02256438	batch1	Streptococcus caballi DSM 19004	2026-02-08
SAMN00809071	batch1	Staphylococcus aureus M1248	2026-02-08
SAMN08348314	batch1	Streptococcus sp. BCCDCPHL-Ssp033	2026-02-08
SAMN10167123	batch1	Cupriavidus sp. U2	2026-02-08
SAMN02325816	batch1	Staphylococcus aureus M0921	2026-02-08
SAMN08776034	batch1	Acidovorax sp. OV235	2026-02-08
SAMN02385420	batch1	Staphylococcus aureus M73702	2026-02-08
SAMN09932495	batch1	Streptomyces sp. F-2666	2026-02-08
SAMD00009253	batch1	Streptococcus suis 92-4172	2026-02-08
SAMN09232940	batch1	Mesorhizobium sp. M8A.F.Ca.ET.021.01.1.1	2026-02-08
SAMN00768257	batch1	Bacillus cereus BAG4X12-1	2026-02-08
SAMN02194978	batch1	Rheinheimera baltica DSM 14885	2026-02-08
SAMN02228322	batch1	Clostridium botulinum E3 str. FWSK02-01E2	2026-02-08
SAMN02190088	batch1	Bordetella holmesii 70147	2026-02-08
SAMN40567599	batch1	Salmonella sp. CRIN544753	2026-02-08
SAMN05421773	batch1	Streptomyces aidingensis	2026-02-08
SAMN16623791	batch1	Streptomyces sp. A2636	2026-02-08
SAMN04488518	batch1	Pseudovibrio ascidiaceicola	2026-02-08
SAMN27922046	batch1	Sphingopyxis alaskensis	2026-02-08
SAMN31456439	batch1	Microbacteriaceae bacterium PS01271	2026-02-08
SAMN02567475	batch1	Streptococcus pyogenes ABC020026714	2026-02-08
SAMN02404228	batch1	Staphylococcus aureus VET0421R	2026-02-08
SAMN08329200	batch1	Streptomyces cahuitamycinicus	2026-02-08
SAMN02352968	batch1	Escherichia coli O145:NM str. 2010C-3510	2026-02-08
SAMN37150076	batch1	Bacillus aerius	2026-02-08
SAMN09074765	batch1	Saliterribacillus persicus	2026-02-08
SAMN12599950	batch1	Citrobacter sp. LA128_17B-2709	2026-02-08
SAMN02404176	batch1	Staphylococcus aureus VET0333R	2026-02-08
SAMN13190390	batch1	Sphingobium sp. OAE613	2026-02-08
SAMN06295945	batch1	Polynucleobacter meluiroseus	2026-02-08
SAMN29228813	batch1	Paenibacillus sp. FSL R10-2782	2026-02-08
SAMN19461137	batch1	Mycoplasmopsis arginini QMP CG1-2758	2026-02-08
SAMEA4427172	batch1	Enterobacter cloacae complex sp. SCP21-34	2026-02-08
SAMN05880591	batch1	Azospirillum sp. RU37A	2026-02-08
SAMN02367832	batch1	Salmonella bongori serovar 48:a:-	2026-02-08
SAMN14752250	batch1	Sulfitobacter sp. KE29	2026-02-08
SAMN02360558	batch1	Mycobacterium tuberculosis KT-0015	2026-02-08
SAMN12335551	batch1	Agrobacterium sp. mfec-5	2026-02-08
SAMD00749892	batch1	Teichococcus cervicalis	2026-02-08
SAMN31456450	batch1	Microbacteriaceae bacterium PS01858	2026-02-08
SAMN46853623	batch1	Halomonas sp. SFH0042	2026-02-08
SAMN20968887	batch1	Streptomyces spinosus	2026-02-08
SAMN17732714	batch1	Mycobacterium sp. MYCO.2011123.67sc2.136	2026-02-08
SAMN08769613	batch1	Plasticicumulans acidivorans	2026-02-08
